  TimeWindow  Iteration  ResAbsOrRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
   876       2   0.00000000e+00   2.00657096e-04
   877       1   0.00000000e+00   1.99481004e-04
   877       2   0.00000000e+00   1.97402312e-04
   878       1   0.00000000e+00   1.96532982e-04
   878       2   0.00000000e+00   1.96470721e-04
   879       1   0.00000000e+00   1.97505667e-04
   879       2   0.00000000e+00   1.95321897e-04
   880       1   0.00000000e+00   1.92150143e-04
   880       2   0.00000000e+00   1.92500076e-04
   881       1   0.00000000e+00   1.92856894e-04
   881       2   0.00000000e+00   1.90298203e-04
   882       1   0.00000000e+00   1.90435698e-04
   882       2   0.00000000e+00   1.90552695e-04
   883       1   0.00000000e+00   1.90448979e-04
   883       2   0.00000000e+00   1.88156397e-04
   884       1   0.00000000e+00   1.84163761e-04
   884       2   0.00000000e+00   1.85453069e-04
   885       1   0.00000000e+00   1.90585435e-04
   885       2   0.00000000e+00   1.85321638e-04
   886       1   0.00000000e+00   1.80644747e-04
   886       2   0.00000000e+00   1.84875039e-04
   887       1   0.00000000e+00   1.84977777e-04
   887       2   0.00000000e+00   1.79116943e-04
   888       1   0.00000000e+00   1.77519705e-04
   888       2   0.00000000e+00   1.79940440e-04
   889       1   0.00000000e+00   1.81164285e-04
   889       2   0.00000000e+00   1.77633226e-04
   890       1   0.00000000e+00   1.74381820e-04
   890       2   0.00000000e+00   1.75730595e-04
   891       1   0.00000000e+00   1.80126554e-04
   891       2   0.00000000e+00   1.75678864e-04
   892       1   0.00000000e+00   1.69811659e-04
   892       2   0.00000000e+00   1.73522660e-04
   893       1   0.00000000e+00   1.76196359e-04
   893       2   0.00000000e+00   1.69651795e-04
   894       1   0.00000000e+00   1.67075224e-04
   894       2   0.00000000e+00   1.71194625e-04
   895       1   0.00000000e+00   1.72014194e-04
   895       2   0.00000000e+00   1.66910206e-04
   896       1   0.00000000e+00   1.64919363e-04
   896       2   0.00000000e+00   1.66453927e-04
   897       1   0.00000000e+00   1.67511129e-04
   897       2   0.00000000e+00   1.65164003e-04
   898       1   0.00000000e+00   1.62411716e-04
   898       2   0.00000000e+00   1.61949176e-04
   899       1   0.00000000e+00   1.62146903e-04
   899       2   0.00000000e+00   1.60882003e-04
   900       1   0.00000000e+00   1.60965938e-04
   900       2   0.00000000e+00   1.59976511e-04
   901       1   0.00000000e+00   1.59433563e-04
   901       2   0.00000000e+00   1.58255452e-04
   902       1   0.00000000e+00   1.57059514e-04
   902       2   0.00000000e+00   1.56325016e-04
   903       1   0.00000000e+00   1.55976071e-04
   903       2   0.00000000e+00   1.54627973e-04
   904       1   0.00000000e+00   1.52793785e-04
   904       2   0.00000000e+00   1.52339244e-04
   905       1   0.00000000e+00   1.54208562e-04
   905       2   0.00000000e+00   1.51785689e-04
   906       1   0.00000000e+00   1.49445432e-04
   906       2   0.00000000e+00   1.50826944e-04
   907       1   0.00000000e+00   1.51227436e-04
   907       2   0.00000000e+00   1.47299573e-04
   908       1   0.00000000e+00   1.46067861e-04
   908       2   0.00000000e+00   1.47750742e-04
   909       1   0.00000000e+00   1.49311347e-04
   909       2   0.00000000e+00   1.45990606e-04
   910       1   0.00000000e+00   1.42299782e-04
   910       2   0.00000000e+00   1.43336729e-04
   911       1   0.00000000e+00   1.43681906e-04
   911       2   0.00000000e+00   1.41148135e-04
   912       1   0.00000000e+00   1.41921882e-04
   912       2   0.00000000e+00   1.41735491e-04
   913       1   0.00000000e+00   1.42750138e-04
   913       2   0.00000000e+00   1.41128015e-04
   914       1   0.00000000e+00   1.39673860e-04
   914       2   0.00000000e+00   1.39501780e-04
   915       1   0.00000000e+00   1.40329437e-04
   915       2   0.00000000e+00   1.37889853e-04
   916       1   0.00000000e+00   1.32515005e-04
   916       2   0.00000000e+00   1.34374152e-04
   917       1   0.00000000e+00   1.38106404e-04
   917       2   0.00000000e+00   1.32558081e-04
   918       1   0.00000000e+00   1.29319130e-04
   918       2   0.00000000e+00   1.33957481e-04
   919       1   0.00000000e+00   1.36082321e-04
   919       2   0.00000000e+00   1.29306688e-04
   920       1   0.00000000e+00   1.25846958e-04
   920       2   0.00000000e+00   1.30096744e-04
   921       1   0.00000000e+00   1.33187413e-04
   921       2   0.00000000e+00   1.27841662e-04
   922       1   0.00000000e+00   1.24010143e-04
   922       2   0.00000000e+00   1.26565802e-04
   923       1   0.00000000e+00   1.28734521e-04
   923       2   0.00000000e+00   1.25006614e-04
   924       1   0.00000000e+00   1.24097869e-04
   924       2   0.00000000e+00   1.24981484e-04
   925       1   0.00000000e+00   1.24140905e-04
   925       2   0.00000000e+00   1.22426954e-04
   926       1   0.00000000e+00   1.22278126e-04
   926       2   0.00000000e+00   1.21111108e-04
   927       1   0.00000000e+00   1.21559193e-04
   927       2   0.00000000e+00   1.21190882e-04
   928       1   0.00000000e+00   1.18773725e-04
   928       2   0.00000000e+00   1.17668491e-04
   929       1   0.00000000e+00   1.18396092e-04
   929       2   0.00000000e+00   1.16916658e-04
   930       1   0.00000000e+00   1.17025979e-04
   930       2   0.00000000e+00   1.17019651e-04
   931       1   0.00000000e+00   1.16217933e-04
   931       2   0.00000000e+00   1.14004139e-04
   932       1   0.00000000e+00   1.10493588e-04
   932       2   0.00000000e+00   1.11988911e-04
   933       1   0.00000000e+00   1.17508304e-04
   933       2   0.00000000e+00   1.12378093e-04
   934       1   0.00000000e+00   1.08302510e-04
   934       2   0.00000000e+00   1.12647683e-04
   935       1   0.00000000e+00   1.13345028e-04
   935       2   0.00000000e+00   1.07648776e-04
   936       1   0.00000000e+00   1.06364556e-04
   936       2   0.00000000e+00   1.08933486e-04
   937       1   0.00000000e+00   1.10281766e-04
   937       2   0.00000000e+00   1.06975801e-04
   938       1   0.00000000e+00   1.04420344e-04
   938       2   0.00000000e+00   1.05488686e-04
   939       1   0.00000000e+00   1.08259456e-04
   939       2   0.00000000e+00   1.05277070e-04
   940       1   0.00000000e+00   1.02001294e-04
   940       2   0.00000000e+00   1.03517198e-04
   941       1   0.00000000e+00   1.04602553e-04
   941       2   0.00000000e+00   1.01336929e-04
   942       1   0.00000000e+00   1.00770701e-04
   942       2   0.00000000e+00   1.01833066e-04
   943       1   0.00000000e+00   1.01614603e-04
   943       2   0.00000000e+00   9.95048283e-05
   944       1   0.00000000e+00   9.89527783e-05
   944       2   0.00000000e+00   9.86523040e-05
   945       1   0.00000000e+00   9.95010065e-05
   945       2   0.00000000e+00   9.84296192e-05
   946       1   0.00000000e+00   9.61863323e-05
   946       2   0.00000000e+00   9.57759336e-05
   947       1   0.00000000e+00   9.69243964e-05
   947       2   0.00000000e+00   9.50497591e-05
   948       1   0.00000000e+00   9.39255742e-05
   948       2   0.00000000e+00   9.47636142e-05
   949       1   0.00000000e+00   9.53377437e-05
   949       2   0.00000000e+00   9.23873177e-05
   950       1   0.00000000e+00   9.10542739e-05
   950       2   0.00000000e+00   9.25061048e-05
   951       1   0.00000000e+00   9.46806647e-05
   951       2   0.00000000e+00   9.15251783e-05
   952       1   0.00000000e+00   8.84651957e-05
   952       2   0.00000000e+00   9.02208995e-05
   953       1   0.00000000e+00   9.28059236e-05
   953       2   0.00000000e+00   8.90952252e-05
   954       1   0.00000000e+00   8.74209519e-05
   954       2   0.00000000e+00   8.96713020e-05
   955       1   0.00000000e+00   9.04734894e-05
   955       2   0.00000000e+00   8.68888768e-05
   956       1   0.00000000e+00   8.56987942e-05
   956       2   0.00000000e+00   8.68612247e-05
   957       1   0.00000000e+00   8.64639819e-05
   957       2   0.00000000e+00   8.49790776e-05
   958       1   0.00000000e+00   8.34258207e-05
   958       2   0.00000000e+00   8.27451235e-05
   959       1   0.00000000e+00   8.56124202e-05
   959       2   0.00000000e+00   8.39545767e-05
   960       1   0.00000000e+00   8.05311570e-05
   960       2   0.00000000e+00   8.23847833e-05
   961       1   0.00000000e+00   8.43311106e-05
   961       2   0.00000000e+00   7.95224167e-05
   962       1   0.00000000e+00   7.78116994e-05
   962       2   0.00000000e+00   8.15563018e-05
   963       1   0.00000000e+00   8.45379009e-05
   963       2   0.00000000e+00   7.95787729e-05
   964       1   0.00000000e+00   7.61084611e-05
   964       2   0.00000000e+00   7.88902512e-05
   965       1   0.00000000e+00   7.97176484e-05
   965       2   0.00000000e+00   7.66344300e-05
   966       1   0.00000000e+00   7.67725958e-05
   966       2   0.00000000e+00   7.70152844e-05
   967       1   0.00000000e+00   7.64441782e-05
   967       2   0.00000000e+00   7.59617862e-05
   968       1   0.00000000e+00   7.64020175e-05
   968       2   0.00000000e+00   7.46379017e-05
   969       1   0.00000000e+00   7.47075739e-05
   969       2   0.00000000e+00   7.53870696e-05
   970       1   0.00000000e+00   7.44319024e-05
   970       2   0.00000000e+00   7.26414481e-05
   971       1   0.00000000e+00   7.25758054e-05
   971       2   0.00000000e+00   7.24813023e-05
   972       1   0.00000000e+00   7.30603212e-05
   972       2   0.00000000e+00   7.22777626e-05
   973       1   0.00000000e+00   7.15636228e-05
   973       2   0.00000000e+00   7.07110846e-05
   974       1   0.00000000e+00   7.08525376e-05
   974       2   0.00000000e+00   7.04186914e-05
   975       1   0.00000000e+00   7.09454028e-05
   975       2   0.00000000e+00   6.99252088e-05
   976       1   0.00000000e+00   6.71336355e-05
   976       2   0.00000000e+00   6.75153350e-05
   977       1   0.00000000e+00   6.96723405e-05
   977       2   0.00000000e+00   6.70759974e-05
   978       1   0.00000000e+00   6.63489813e-05
   978       2   0.00000000e+00   6.81273541e-05
   979       1   0.00000000e+00   6.79987201e-05
   979       2   0.00000000e+00   6.51596037e-05
   980       1   0.00000000e+00   6.43892318e-05
   980       2   0.00000000e+00   6.54066921e-05
   981       1   0.00000000e+00   6.71168545e-05
   981       2   0.00000000e+00   6.52915029e-05
   982       1   0.00000000e+00   6.31618994e-05
   982       2   0.00000000e+00   6.35908703e-05
   983       1   0.00000000e+00   6.45054263e-05
   983       2   0.00000000e+00   6.29131323e-05
   984       1   0.00000000e+00   6.29032962e-05
   984       2   0.00000000e+00   6.31620342e-05
   985       1   0.00000000e+00   6.30235495e-05
   985       2   0.00000000e+00   6.17449220e-05
   986       1   0.00000000e+00   6.15110504e-05
   986       2   0.00000000e+00   6.14029281e-05
   987       1   0.00000000e+00   6.23686822e-05
   987       2   0.00000000e+00   6.13344914e-05
   988       1   0.00000000e+00   5.89867790e-05
   988       2   0.00000000e+00   5.92670775e-05
   989       1   0.00000000e+00   6.07319500e-05
   989       2   0.00000000e+00   5.87138560e-05
   990       1   0.00000000e+00   5.80424392e-05
   990       2   0.00000000e+00   5.93024148e-05
   991       1   0.00000000e+00   5.94680030e-05
   991       2   0.00000000e+00   5.70779504e-05
   992       1   0.00000000e+00   5.63275784e-05
   992       2   0.00000000e+00   5.73387847e-05
   993       1   0.00000000e+00   5.89418627e-05
   993       2   0.00000000e+00   5.70595488e-05
   994       1   0.00000000e+00   5.45390876e-05
   994       2   0.00000000e+00   5.54311933e-05
   995       1   0.00000000e+00   5.70619121e-05
   995       2   0.00000000e+00   5.49557425e-05
   996       1   0.00000000e+00   5.52212793e-05
   996       2   0.00000000e+00   5.60277945e-05
   997       1   0.00000000e+00   5.53629952e-05
   997       2   0.00000000e+00   5.40619288e-05
   998       1   0.00000000e+00   5.35338787e-05
   998       2   0.00000000e+00   5.33935533e-05
   999       1   0.00000000e+00   5.48529456e-05
   999       2   0.00000000e+00   5.39934167e-05
  1000       1   0.00000000e+00   5.21430219e-05
  1000       2   0.00000000e+00   5.22641542e-05
  1001       1   0.00000000e+00   5.26639202e-05
  1001       2   0.00000000e+00   5.14187090e-05
  1002       1   0.00000000e+00   5.18859196e-05
  1002       2   0.00000000e+00   5.20553760e-05
  1003       1   0.00000000e+00   5.18666370e-05
  1003       2   0.00000000e+00   5.09036558e-05
  1004       1   0.00000000e+00   5.06965620e-05
  1004       2   0.00000000e+00   5.07093393e-05
  1005       1   0.00000000e+00   5.27475690e-05
  1005       2   0.00000000e+00   5.11493580e-05
  1006       1   0.00000000e+00   4.63341619e-05
  1006       2   0.00000000e+00   4.87933341e-05
  1007       1   0.00000000e+00   5.45862111e-05
  1007       2   0.00000000e+00   4.89177416e-05
  1008       1   0.00000000e+00   4.64270193e-05
  1008       2   0.00000000e+00   5.21917432e-05
  1009       1   0.00000000e+00   5.21868656e-05
  1009       2   0.00000000e+00   4.62543034e-05
  1010       1   0.00000000e+00   4.34213507e-05
  1010       2   0.00000000e+00   4.71542665e-05
  1011       1   0.00000000e+00   5.13455535e-05
  1011       2   0.00000000e+00   4.73560183e-05
  1012       1   0.00000000e+00   4.24236263e-05
  1012       2   0.00000000e+00   4.55592317e-05
  1013       1   0.00000000e+00   4.81589007e-05
  1013       2   0.00000000e+00   4.42611743e-05
  1014       1   0.00000000e+00   4.44400259e-05
  1014       2   0.00000000e+00   4.66400475e-05
  1015       1   0.00000000e+00   4.67893878e-05
  1015       2   0.00000000e+00   4.49783907e-05
  1016       1   0.00000000e+00   4.47278542e-05
  1016       2   0.00000000e+00   4.45564242e-05
  1017       1   0.00000000e+00   4.48413814e-05
  1017       2   0.00000000e+00   4.49963550e-05
  1018       1   0.00000000e+00   4.34881756e-05
  1018       2   0.00000000e+00   4.25637911e-05
  1019       1   0.00000000e+00   4.41277939e-05
  1019       2   0.00000000e+00   4.34806740e-05
  1020       1   0.00000000e+00   4.26413629e-05
  1020       2   0.00000000e+00   4.35354202e-05
  1021       1   0.00000000e+00   4.39989196e-05
  1021       2   0.00000000e+00   4.16388480e-05
  1022       1   0.00000000e+00   4.07994107e-05
  1022       2   0.00000000e+00   4.25510957e-05
  1023       1   0.00000000e+00   4.40132084e-05
  1023       2   0.00000000e+00   4.17620340e-05
  1024       1   0.00000000e+00   3.97152864e-05
  1024       2   0.00000000e+00   4.08993742e-05
  1025       1   0.00000000e+00   4.18721428e-05
  1025       2   0.00000000e+00   4.04373126e-05
  1026       1   0.00000000e+00   4.14326856e-05
  1026       2   0.00000000e+00   4.14663668e-05
  1027       1   0.00000000e+00   4.07894817e-05
  1027       2   0.00000000e+00   4.05164841e-05
  1028       1   0.00000000e+00   3.90400819e-05
  1028       2   0.00000000e+00   3.89885690e-05
  1029       1   0.00000000e+00   4.20179517e-05
  1029       2   0.00000000e+00   4.01417509e-05
  1030       1   0.00000000e+00   3.61604654e-05
  1030       2   0.00000000e+00   3.88799889e-05
  1031       1   0.00000000e+00   4.10861046e-05
  1031       2   0.00000000e+00   3.67334492e-05
  1032       1   0.00000000e+00   3.53264386e-05
  1032       2   0.00000000e+00   3.92387831e-05
  1033       1   0.00000000e+00   4.17289720e-05
  1033       2   0.00000000e+00   3.72638812e-05
  1034       1   0.00000000e+00   3.46314095e-05
  1034       2   0.00000000e+00   3.80651963e-05
  1035       1   0.00000000e+00   4.03506103e-05
  1035       2   0.00000000e+00   3.68635927e-05
  1036       1   0.00000000e+00   3.37042434e-05
  1036       2   0.00000000e+00   3.62300590e-05
  1037       1   0.00000000e+00   3.97949941e-05
  1037       2   0.00000000e+00   3.63974433e-05
  1038       1   0.00000000e+00   3.38786974e-05
  1038       2   0.00000000e+00   3.70300216e-05
  1039       1   0.00000000e+00   3.81508759e-05
  1039       2   0.00000000e+00   3.45674250e-05
  1040       1   0.00000000e+00   3.40678593e-05
  1040       2   0.00000000e+00   3.62524214e-05
  1041       1   0.00000000e+00   3.79800251e-05
  1041       2   0.00000000e+00   3.60062366e-05
  1042       1   0.00000000e+00   3.24726466e-05
  1042       2   0.00000000e+00   3.38094203e-05
  1043       1   0.00000000e+00   3.58715834e-05
  1043       2   0.00000000e+00   3.40709700e-05
  1044       1   0.00000000e+00   3.64476057e-05
  1044       2   0.00000000e+00   3.64408612e-05
  1045       1   0.00000000e+00   3.17642120e-05
  1045       2   0.00000000e+00   3.36230114e-05
  1046       1   0.00000000e+00   3.60397552e-05
  1046       2   0.00000000e+00   3.17903705e-05
  1047       1   0.00000000e+00   3.14522490e-05
  1047       2   0.00000000e+00   3.56794884e-05
  1048       1   0.00000000e+00   3.61472530e-05
  1048       2   0.00000000e+00   3.20205677e-05
  1049       1   0.00000000e+00   2.89435654e-05
  1049       2   0.00000000e+00   3.20616924e-05
  1050       1   0.00000000e+00   3.50291825e-05
  1050       2   0.00000000e+00   3.19171185e-05
  1051       1   0.00000000e+00   3.04250012e-05
  1051       2   0.00000000e+00   3.24072293e-05
  1052       1   0.00000000e+00   3.34365201e-05
  1052       2   0.00000000e+00   3.18671812e-05
  1053       1   0.00000000e+00   3.22787289e-05
  1053       2   0.00000000e+00   3.23519126e-05
  1054       1   0.00000000e+00   2.93684247e-05
  1054       2   0.00000000e+00   3.03374939e-05
  1055       1   0.00000000e+00   3.19965983e-05
  1055       2   0.00000000e+00   2.93888476e-05
  1056       1   0.00000000e+00   2.87350053e-05
  1056       2   0.00000000e+00   3.15526048e-05
  1057       1   0.00000000e+00   3.28408892e-05
  1057       2   0.00000000e+00   2.95306785e-05
  1058       1   0.00000000e+00   2.78124658e-05
  1058       2   0.00000000e+00   3.04756683e-05
  1059       1   0.00000000e+00   3.26534257e-05
  1059       2   0.00000000e+00   2.99913951e-05
  1060       1   0.00000000e+00   2.72867459e-05
  1060       2   0.00000000e+00   2.92696020e-05
  1061       1   0.00000000e+00   3.09607051e-05
  1061       2   0.00000000e+00   2.88594315e-05
  1062       1   0.00000000e+00   2.83431957e-05
  1062       2   0.00000000e+00   2.97660193e-05
  1063       1   0.00000000e+00   2.98830963e-05
  1063       2   0.00000000e+00   2.85875910e-05
  1064       1   0.00000000e+00   2.85516898e-05
  1064       2   0.00000000e+00   2.89014744e-05
  1065       1   0.00000000e+00   2.94766795e-05
  1065       2   0.00000000e+00   2.92626463e-05
  1066       1   0.00000000e+00   2.74066470e-05
  1066       2   0.00000000e+00   2.73432439e-05
  1067       1   0.00000000e+00   2.83324442e-05
  1067       2   0.00000000e+00   2.77024841e-05
  1068       1   0.00000000e+00   2.76961979e-05
  1068       2   0.00000000e+00   2.83319885e-05
  1069       1   0.00000000e+00   2.78835430e-05
  1069       2   0.00000000e+00   2.68590474e-05
  1070       1   0.00000000e+00   2.63287476e-05
  1070       2   0.00000000e+00   2.70305334e-05
  1071       1   0.00000000e+00   2.85419769e-05
  1071       2   0.00000000e+00   2.74351420e-05
  1072       1   0.00000000e+00   2.52495289e-05
  1072       2   0.00000000e+00   2.63460718e-05
  1073       1   0.00000000e+00   2.75532104e-05
  1073       2   0.00000000e+00   2.59572275e-05
  1074       1   0.00000000e+00   2.59651708e-05
  1074       2   0.00000000e+00   2.72421660e-05
  1075       1   0.00000000e+00   2.75444379e-05
  1075       2   0.00000000e+00   2.60109834e-05
  1076       1   0.00000000e+00   2.42160357e-05
  1076       2   0.00000000e+00   2.55907896e-05
  1077       1   0.00000000e+00   2.72567579e-05
  1077       2   0.00000000e+00   2.55748272e-05
  1078       1   0.00000000e+00   2.44059276e-05
  1078       2   0.00000000e+00   2.55315755e-05
  1079       1   0.00000000e+00   2.59553860e-05
  1079       2   0.00000000e+00   2.50110196e-05
  1080       1   0.00000000e+00   2.49962787e-05
  1080       2   0.00000000e+00   2.52597441e-05
  1081       1   0.00000000e+00   2.47368511e-05
  1081       2   0.00000000e+00   2.45949714e-05
  1082       1   0.00000000e+00   2.52014837e-05
  1082       2   0.00000000e+00   2.46730541e-05
  1083       1   0.00000000e+00   2.49816201e-05
  1083       2   0.00000000e+00   2.55075807e-05
  1084       1   0.00000000e+00   2.44613158e-05
  1084       2   0.00000000e+00   2.37460537e-05
  1085       1   0.00000000e+00   2.34928269e-05
  1085       2   0.00000000e+00   2.38017433e-05
  1086       1   0.00000000e+00   2.44797025e-05
  1086       2   0.00000000e+00   2.40523139e-05
  1087       1   0.00000000e+00   2.30856984e-05
  1087       2   0.00000000e+00   2.32172712e-05
  1088       1   0.00000000e+00   2.34949155e-05
  1088       2   0.00000000e+00   2.31314386e-05
  1089       1   0.00000000e+00   2.37729759e-05
  1089       2   0.00000000e+00   2.37375940e-05
  1090       1   0.00000000e+00   2.20403855e-05
  1090       2   0.00000000e+00   2.22634703e-05
  1091       1   0.00000000e+00   2.31041191e-05
  1091       2   0.00000000e+00   2.20735948e-05
  1092       1   0.00000000e+00   2.13532515e-05
  1092       2   0.00000000e+00   2.27160772e-05
  1093       1   0.00000000e+00   2.35281850e-05
  1093       2   0.00000000e+00   2.16136069e-05
  1094       1   0.00000000e+00   2.16070633e-05
  1094       2   0.00000000e+00   2.30743996e-05
  1095       1   0.00000000e+00   2.43154351e-05
  1095       2   0.00000000e+00   2.29748406e-05
  1096       1   0.00000000e+00   2.05080268e-05
  1096       2   0.00000000e+00   2.16573949e-05
  1097       1   0.00000000e+00   2.39195494e-05
  1097       2   0.00000000e+00   2.19639430e-05
  1098       1   0.00000000e+00   2.01186603e-05
  1098       2   0.00000000e+00   2.25810307e-05
  1099       1   0.00000000e+00   2.40124871e-05
  1099       2   0.00000000e+00   2.08201731e-05
  1100       1   0.00000000e+00   1.94108940e-05
  1100       2   0.00000000e+00   2.22240928e-05
  1101       1   0.00000000e+00   2.36759776e-05
  1101       2   0.00000000e+00   2.11695145e-05
  1102       1   0.00000000e+00   1.84225456e-05
  1102       2   0.00000000e+00   2.02623293e-05
  1103       1   0.00000000e+00   2.23518654e-05
  1103       2   0.00000000e+00   2.03621650e-05
  1104       1   0.00000000e+00   1.94420994e-05
  1104       2   0.00000000e+00   2.11042441e-05
  1105       1   0.00000000e+00   2.10277333e-05
  1105       2   0.00000000e+00   1.95090131e-05
  1106       1   0.00000000e+00   1.93522323e-05
  1106       2   0.00000000e+00   2.00907280e-05
  1107       1   0.00000000e+00   2.14087147e-05
  1107       2   0.00000000e+00   2.07642454e-05
  1108       1   0.00000000e+00   1.85601839e-05
  1108       2   0.00000000e+00   1.91165268e-05
  1109       1   0.00000000e+00   2.02283490e-05
  1109       2   0.00000000e+00   1.92222766e-05
  1110       1   0.00000000e+00   1.98720241e-05
  1110       2   0.00000000e+00   2.06064112e-05
  1111       1   0.00000000e+00   2.03017170e-05
  1111       2   0.00000000e+00   1.96033108e-05
  1112       1   0.00000000e+00   1.94061101e-05
  1112       2   0.00000000e+00   1.96968983e-05
  1113       1   0.00000000e+00   2.12638639e-05
  1113       2   0.00000000e+00   2.05678324e-05
  1114       1   0.00000000e+00   1.80027807e-05
  1114       2   0.00000000e+00   1.91262993e-05
  1115       1   0.00000000e+00   2.10731859e-05
  1115       2   0.00000000e+00   1.88641701e-05
  1116       1   0.00000000e+00   1.73286205e-05
  1116       2   0.00000000e+00   1.99201807e-05
  1117       1   0.00000000e+00   2.04515215e-05
  1117       2   0.00000000e+00   1.75998995e-05
  1118       1   0.00000000e+00   1.67002541e-05
  1118       2   0.00000000e+00   1.87939800e-05
  1119       1   0.00000000e+00   2.01651333e-05
  1119       2   0.00000000e+00   1.85432213e-05
  1120       1   0.00000000e+00   1.64402975e-05
  1120       2   0.00000000e+00   1.73366621e-05
  1121       1   0.00000000e+00   1.82874214e-05
  1121       2   0.00000000e+00   1.73677342e-05
  1122       1   0.00000000e+00   1.70543299e-05
  1122       2   0.00000000e+00   1.77990418e-05
  1123       1   0.00000000e+00   1.85812292e-05
  1123       2   0.00000000e+00   1.75240598e-05
  1124       1   0.00000000e+00   1.79805164e-05
  1124       2   0.00000000e+00   1.84931098e-05
  1125       1   0.00000000e+00   1.82190594e-05
  1125       2   0.00000000e+00   1.82755178e-05
  1126       1   0.00000000e+00   1.79481003e-05
  1126       2   0.00000000e+00   1.71110674e-05
  1127       1   0.00000000e+00   1.77678359e-05
  1127       2   0.00000000e+00   1.83007332e-05
  1128       1   0.00000000e+00   1.75808323e-05
  1128       2   0.00000000e+00   1.75555254e-05
  1129       1   0.00000000e+00   1.74805003e-05
  1129       2   0.00000000e+00   1.65270888e-05
  1130       1   0.00000000e+00   1.58975040e-05
  1130       2   0.00000000e+00   1.70048496e-05
  1131       1   0.00000000e+00   1.73753829e-05
  1131       2   0.00000000e+00   1.62794447e-05
  1132       1   0.00000000e+00   1.54306789e-05
  1132       2   0.00000000e+00   1.58325438e-05
  1133       1   0.00000000e+00   1.62045099e-05
  1133       2   0.00000000e+00   1.60010639e-05
  1134       1   0.00000000e+00   1.63649213e-05
  1134       2   0.00000000e+00   1.62781905e-05
  1135       1   0.00000000e+00   1.67401257e-05
  1135       2   0.00000000e+00   1.62186966e-05
  1136       1   0.00000000e+00   1.46301869e-05
  1136       2   0.00000000e+00   1.58483301e-05
  1137       1   0.00000000e+00   1.89090044e-05
  1137       2   0.00000000e+00   1.60743120e-05
  1138       1   0.00000000e+00   1.08065409e-05
  1138       2   0.00000000e+00   1.49399447e-05
  1139       1   0.00000000e+00   1.80893763e-05
  1139       2   0.00000000e+00   1.29668630e-05
  1140       1   0.00000000e+00   1.34263222e-05
  1140       2   0.00000000e+00   1.75067433e-05
  1141       1   0.00000000e+00   1.80858803e-05
  1141       2   0.00000000e+00   1.51797869e-05
  1142       1   0.00000000e+00   1.23293958e-05
  1142       2   0.00000000e+00   1.41804039e-05
  1143       1   0.00000000e+00   1.70852810e-05
  1143       2   0.00000000e+00   1.51856000e-05
  1144       1   0.00000000e+00   1.32309509e-05
  1144       2   0.00000000e+00   1.48620058e-05
  1145       1   0.00000000e+00   1.61704272e-05
  1145       2   0.00000000e+00   1.44266500e-05
  1146       1   0.00000000e+00   1.37239720e-05
  1146       2   0.00000000e+00   1.51345511e-05
  1147       1   0.00000000e+00   1.52666454e-05
  1147       2   0.00000000e+00   1.40011387e-05
  1148       1   0.00000000e+00   1.41723483e-05
  1148       2   0.00000000e+00   1.45610880e-05
  1149       1   0.00000000e+00   1.42754400e-05
  1149       2   0.00000000e+00   1.45799191e-05
  1150       1   0.00000000e+00   1.38504636e-05
  1150       2   0.00000000e+00   1.29340875e-05
  1151       1   0.00000000e+00   1.37416691e-05
  1151       2   0.00000000e+00   1.43761593e-05
  1152       1   0.00000000e+00   1.53651464e-05
  1152       2   0.00000000e+00   1.46871493e-05
  1153       1   0.00000000e+00   1.26553410e-05
  1153       2   0.00000000e+00   1.32817381e-05
  1154       1   0.00000000e+00   1.35118925e-05
  1154       2   0.00000000e+00   1.27244268e-05
  1155       1   0.00000000e+00   1.37652104e-05
  1155       2   0.00000000e+00   1.41611548e-05
  1156       1   0.00000000e+00   1.39330846e-05
  1156       2   0.00000000e+00   1.36014957e-05
  1157       1   0.00000000e+00   1.35577034e-05
  1157       2   0.00000000e+00   1.36511891e-05
  1158       1   0.00000000e+00   1.43462779e-05
  1158       2   0.00000000e+00   1.39406649e-05
  1159       1   0.00000000e+00   1.16700624e-05
  1159       2   0.00000000e+00   1.23920490e-05
  1160       1   0.00000000e+00   1.31126218e-05
  1160       2   0.00000000e+00   1.19011488e-05
  1161       1   0.00000000e+00   1.28442760e-05
  1161       2   0.00000000e+00   1.36531524e-05
  1162       1   0.00000000e+00   1.20143294e-05
  1162       2   0.00000000e+00   1.19579901e-05
  1163       1   0.00000000e+00   1.35802336e-05
  1163       2   0.00000000e+00   1.23385876e-05
  1164       1   0.00000000e+00   1.17313305e-05
  1164       2   0.00000000e+00   1.36648820e-05
  1165       1   0.00000000e+00   1.39833426e-05
  1165       2   0.00000000e+00   1.16202646e-05
  1166       1   0.00000000e+00   1.07800834e-05
  1166       2   0.00000000e+00   1.27401913e-05
  1167       1   0.00000000e+00   1.44204665e-05
  1167       2   0.00000000e+00   1.26115062e-05
  1168       1   0.00000000e+00   1.01061453e-05
  1168       2   0.00000000e+00   1.15616061e-05
  1169       1   0.00000000e+00   1.28956199e-05
  1169       2   0.00000000e+00   1.14182290e-05
  1170       1   0.00000000e+00   1.18956150e-05
  1170       2   0.00000000e+00   1.27447539e-05
  1171       1   0.00000000e+00   1.18828996e-05
  1171       2   0.00000000e+00   1.16036785e-05
